UniProt_IDs,DrLLPS_labels,UDSM-LLPS (Random) Score,UDSM-LLPS (UniRef) Score,PSPredictor Score
P43487,client,0.97496176,0.31209818,0.1727
Q9H6Z4,client,0.5673554,0.5056415,0.9848
O60518,client,0.32632297,0.045756273,0.0854
Q96S59,client,0.6150823,0.47154063,0.997
P46060,client,0.14893542,0.07890824,0.276
P62834,client,0.56996495,0.9995171,0.0103
P47736,client,0.8790077,0.815925,0.9675
Q684P5,client,0.9461027,0.18581398,0.9927
P52306,client,0.013211423,0.013844156,0.6401
Q9Y3L5,client,0.7569946,0.99465007,0.0199
Q13905,client,0.7847884,0.5254511,0.9388
Q9Y4G8,client,0.8674403,0.61720794,0.6996
Q8WZA2,client,0.9330515,0.06703932,0.0579
Q70E73,client,0.92879367,0.9788021,0.9957
Q9UL19,client,0.31574336,0.17215313,0.0171
P54136,client,0.29647145,0.1555661,0.0289
O95294,client,0.6317133,0.33632284,0.0548
Q9UJF2,client,0.6081311,0.20171876,0.2727
O14827,client,0.36644378,0.057629656,0.3064
Q9NS23,client,0.60327995,0.86669683,0.0524
Q8WWW0,client,0.5099015,0.44003057,0.0572
P06400,client,0.461134,0.42704415,0.6764
Q09028,client,0.998626,0.998343,0.1343
Q7Z6E9,client,0.99812764,0.97877717,0.9963
Q16576,client,0.9598469,0.9899046,0.219
Q99708,client,0.59815824,0.87509364,0.9818
O43251,client,0.9984054,0.9988771,0.963
A6NFN3,client,0.99357444,0.9867605,0.8847
Q9NTZ6,client,0.5954448,0.74168885,0.9873
Q8IXT5,client,0.97636205,0.99989736,0.7464
Q96T37,client,0.942106,0.49075267,0.891
Q8NDT2,client,0.9190451,0.8999038,0.7781
Q9Y4C8,client,0.8707248,0.7671578,0.898
Q86U06,client,0.9862114,0.8704903,0.0835
P49756,client,0.9038675,0.7483815,0.2375
Q5T8P6,client,0.90698284,0.9898713,0.9143
Q9P2N5,client,0.9615506,0.9828378,0.947
Q9NW13,client,0.9706053,0.9593447,0.4076
Q9H0Z9,client,0.9232691,0.98102635,0.0434
Q14498,client,0.88006335,0.79862696,0.5286
Q9BWF3,client,0.9358255,0.7763319,0.2064
Q9BTD8,client,0.72852457,0.9643283,0.0894
Q8IUH3,client,0.9592325,0.8425524,0.0496
A0AV96,client,0.9842263,0.9392324,0.0431
Q9BQ04,client,0.918511,0.9206588,0.0764
P29558,client,0.85528535,0.9207957,0.8396
Q15434,client,0.6857039,0.7805012,0.9442
P38159,client,0.9999999,0.99999964,0.9984
Q96E39,client,0.9999999,0.99999964,0.998
Q93062,client,0.5308738,0.7322452,0.1442
Q6ZRY4,client,0.9832707,0.717761,0.0183
P62877,client,0.5749735,0.7880972,0.0176
Q5TC82,client,0.88988775,0.788272,0.9938
Q9HBD1,client,0.9045869,0.20149754,0.7901
P18754,client,0.45212767,0.8621985,0.2411
Q9P258,client,0.99246794,0.97000027,0.8151
Q9P2K3,client,0.9423388,0.6798064,0.9729
P35241,client,0.80365545,0.51574445,0.1358
O95072,client,0.7305397,0.9761869,0.2211
P46063,client,0.066426024,0.625916,0.8287
Q00765,client,0.0362945,0.0030720967,0.0029
Q9P260,client,0.5025582,0.12123402,0.2932
Q8NFH8,client,0.88968134,0.6819064,0.9719
Q9GZR2,client,0.7735032,0.98491746,0.9555
P35251,client,0.98980486,0.9929564,0.7704
P35250,client,0.49526483,0.87159914,0.0154
P40938,client,0.65650827,0.5914998,0.1094
P35249,client,0.8901746,0.78307575,0.1119
P40937,client,0.1421045,0.8987694,0.0104
Q14699,client,0.44113728,0.050460067,0.7947
Q9H4X1,client,0.36205107,0.74938846,0.3044
A6NKT7,client,0.9218139,0.9980696,0.2044
O43566,client,0.5509248,0.11765377,0.9097
P49802,client,0.54310024,0.3421853,0.0496
P61586,client,0.87224185,0.9990238,0.0036
P62745,client,0.8314484,0.99867404,0.0053
P84095,client,0.7342858,0.9962537,0.0036
Q8IXI2,client,0.6392879,0.5796616,0.0338
Q8IXI1,client,0.4040558,0.56777155,0.0176
Q9NPQ8,client,0.32226062,0.35079652,0.0203
Q5UIP0,client,0.8240843,0.855012,0.6912
Q5EBL4,client,0.849188,0.80472785,0.2643
O15034,client,0.6998522,0.9655087,0.8445
Q9UFD9,client,0.36675963,0.68904674,0.8788
Q86UR5,client,0.91003567,0.9749308,0.9673
Q13671,client,0.059114233,0.59727705,0.8702
Q06587,client,0.9769747,0.998497,0.444
Q6NUQ1,client,0.103792444,0.37245652,0.1808
Q9H6W3,client,0.016538821,0.057280585,0.2602
Q8IUF8,client,0.26092175,0.14897189,0.0725
Q96K30,client,0.19796208,0.33187926,0.6817
Q96TC7,client,0.33420613,0.4737511,0.0563
O60930,client,0.13012353,0.08782303,0.2169
Q05823,client,0.11808003,0.003991952,0.9263
O00584,client,0.016387176,0.012552506,0.1626
Q9Y508,client,0.49049413,0.980532,0.0211
Q2KHN1,client,0.1158702,0.9665122,0.8148
Q9NV58,client,0.63490236,0.20040585,0.9517
Q99496,client,0.90095556,0.9854697,0.3898
Q5VTR2,client,0.34037933,0.1302605,0.5943
Q63HN8,client,0.18417498,0.050192352,0.2012
Q8ND24,client,0.5949265,0.8781391,0.857
Q5W0B1,client,0.78352386,0.3111791,0.9688
Q96BH1,client,0.9587146,0.82667756,0.5202
O75150,client,0.08220289,0.08721596,0.4981
P13489,client,0.00011586464,0.0007466306,0.0841
Q9H4A4,client,0.1267172,0.5089599,0.7368
Q9HAU8,client,0.0029302472,0.012021274,0.5298
Q15287,client,0.9991854,0.99220407,0.9977
P10155,client,0.33582005,0.12761441,0.0035
Q13464,client,0.5138499,0.27592534,0.2879
O75116,client,0.4360727,0.47358182,0.3539
Q9GZN7,client,0.038633842,0.05099793,0.0038
Q9H9Y2,client,0.4969517,0.24903336,0.5802
Q9H7B2,client,0.19608198,0.93989676,0.0298
Q92834,client,0.94512475,0.8581691,0.885
Q96KN7,client,0.65802634,0.5757774,0.4857
Q9Y2J0,client,0.93553203,0.68668675,0.9748
P62906,client,0.20969269,0.13408083,0.0108
P30050,client,0.9254481,0.08996075,0.0066
P26373,client,0.7095705,0.9531691,0.0102
P50914,client,0.02291926,0.9914231,0.0519
P61313,client,0.072630405,0.4256122,0.0107
P18621,client,0.9376896,0.6143552,0.0159
P84098,client,0.84308803,0.8610515,0.0112
P46778,client,0.63553077,0.22662313,0.0888
P62829,client,0.15271413,0.70440274,0.1362
P83731,client,0.99394506,0.8075163,0.1328
P61254,client,0.99860114,0.9891103,0.0135
Q9UNX3,client,0.9967961,0.9924098,0.0184
P46776,client,0.4541773,0.09386623,0.2192
P46779,client,0.38212857,0.21860856,0.1837
P47914,client,0.99216706,0.45028487,0.5683
P39023,client,0.37310567,0.3429076,0.0437
P62888,client,0.44229096,0.08021063,0.0147
P62899,client,0.28571498,0.99634874,0.0159
P49207,client,0.81743693,0.955832,0.0372
P18077,client,0.99017674,0.76227945,0.0029
Q9Y3U8,client,0.6706043,0.9383266,0.0181
P63173,client,0.49929348,0.28841746,0.0092
Q92901,client,0.15021169,0.20291056,0.0271
P36578,client,0.8470446,0.44974908,0.0503
Q02878,client,0.9139512,0.76015043,0.1071
P18124,client,0.026656477,0.5111218,0.4144
P62424,client,0.9795187,0.63173926,0.566
Q6DKI1,client,0.049455725,0.03881091,0.1806
P62917,client,0.49695012,0.089900315,0.5649
P32969,client,0.008991222,0.15697488,0.007
P05387,client,0.07489457,0.4785266,0.7132
P04843,client,0.01734847,0.0022199452,0.0372
P04844,client,0.005682398,0.008497175,0.8388
O95059,client,0.016074846,0.15419662,0.0096
Q9BUL9,client,0.18101807,0.41901582,0.3155
Q8N5L8,client,0.20113717,0.1482788,0.0102
P78346,client,0.30472127,0.54330903,0.1961
P78345,client,0.40216488,0.77195543,0.217
O75818,client,0.0071600084,0.022507837,0.0047
P62277,client,0.19565418,0.64888996,0.0235
P62263,client,0.8494957,0.96900845,0.0316
P62841,client,0.34774002,0.20553619,0.0218
P62249,client,0.1608032,0.86203915,0.1505
P62269,client,0.8867717,0.9782508,0.007
Q86WX3,client,0.10102604,0.56218016,0.0079
P62851,client,0.10601099,0.959667,0.0689
P42677,client,0.7339166,0.9946484,0.0375
P23396,client,0.6564579,0.83483624,0.0038
P61247,client,0.13992412,0.106948115,0.806
P62701,client,0.9735599,0.13325721,0.0053
P46782,client,0.16848947,0.5655696,0.0045
P62753,client,0.50638777,0.7234945,0.3517
P51812,client,0.8197166,0.3923564,0.2748
P62081,client,0.5773513,0.62326163,0.0164
P62241,client,0.81535995,0.3250871,0.0362
Q8N122,client,0.8756039,0.8266145,0.1828
Q6P087,client,0.115013964,0.019191204,0.0086
Q96CM3,client,0.095871545,0.62064886,0.0058
Q9P2E9,client,0.7316997,0.9324761,0.9721
Q9NYV6,client,0.37875092,0.26170832,0.1293
P56182,client,0.95026493,0.998451,0.0183
Q5JTH9,client,0.85442656,0.551091,0.5229
Q9Y3B9,client,0.5085346,0.49205145,0.6683
Q14684,client,0.58217174,0.7966537,0.8648
Q9Y3A4,client,0.432473,0.48329675,0.0914
O43818,client,0.92792743,0.9661342,0.2709
O76021,client,0.46622428,0.9724191,0.9062
Q9UHA3,client,0.76851803,0.7797367,0.0093
Q86UC2,client,0.3396639,0.3268385,0.1576
Q9BUV0,client,0.9993975,0.9826308,0.9941
O00442,client,0.030229738,0.25521347,0.0728
Q9Y3I0,client,0.1176629,0.22271734,0.0193
Q9BY42,client,0.89512867,0.79268163,0.9429
Q16799,client,0.7425771,0.17469153,0.604
O95197,client,0.6553735,0.20640047,0.4512
Q9NQC3,client,0.30938628,0.87987584,0.5519
Q86UN3,client,0.008217936,0.0053282487,0.3734
Q9Y224,client,0.12298363,0.077595904,0.0024
Q7L099,client,0.29037577,0.45643342,0.1047
Q13761,client,0.99677736,0.9590645,0.9166
Q92736,client,0.11320234,0.6081055,0.2719
P23297,client,0.13616921,0.4417922,0.0724
P31949,client,0.020156143,0.31084102,0.0125
Q99584,client,0.08391529,0.51301646,0.0042
Q96FQ6,client,0.2453228,0.48167232,0.0095
P26447,client,0.0351452,0.9603215,0.0054
Q86SG5,client,0.02776048,0.85271347,0.0384
P05109,client,0.037989777,0.9908868,0.0093
P06702,client,0.23894824,0.869649,0.0047
Q9H228,client,0.16057405,0.00011252204,0.3355
A6NKF1,client,0.0033823366,0.10240438,0.0077
Q9NTJ5,client,0.055850517,0.016018545,0.0116
Q9NZJ4,client,0.106741846,0.12374728,0.2108
Q9UBE0,client,0.06999817,0.12603377,0.0212
Q15424,client,0.9943792,0.99423695,0.9722
Q14151,client,0.9937937,0.9789443,0.7464
Q9UPU9,client,0.9479731,0.6527839,0.9809
Q5PRF9,client,0.75420505,0.50977004,0.968
Q9Y512,client,0.16854925,0.22015667,0.0121
O00422,client,0.7658319,0.7830041,0.0242
Q9NR31,client,0.9028018,0.9780774,0.0094
Q9Y6B6,client,0.4424371,0.9503181,0.0083
P82979,client,0.8894843,0.85743296,0.0552
Q6UVJ0,client,0.51752883,0.697003,0.7376
Q9H4B6,client,0.92419285,0.99293935,0.0818
Q9Y3A5,client,0.32023147,0.74346596,0.0456
O95248,client,0.4018661,0.40666723,0.4517
Q86WG5,client,0.1752718,0.26048392,0.1835
Q6UWP8,client,0.87971395,0.6672679,0.915
Q8N9R8,client,0.03829075,0.05932541,0.3065
Q9BY12,client,0.39453283,0.08869075,0.3998
Q8NBX0,client,0.1115552,0.020429404,0.0379
Q9Y6U3,client,0.10234311,0.9857011,0.2805
Q14160,client,0.8602629,0.8110147,0.8668
Q12765,client,0.029680781,0.44533664,0.0446
Q96KG9,client,0.8494893,0.0519693,0.6639
O00560,client,0.44197673,0.7393829,0.0178
Q86SQ7,client,0.2771367,0.8388307,0.1522
P21912,client,0.07496613,0.20550658,0.1163
P55735,client,0.9054873,0.79848325,0.1816
O76054,client,0.60204065,0.6114792,0.0091
O75396,client,7.904354e-05,0.26878202,0.0114
Q15436,client,0.45691663,0.20006143,0.8909
Q15437,client,0.29483682,0.025959661,0.1583
P53992,client,0.6574814,0.66610503,0.9396
O94979,client,0.86929595,0.82541025,0.9864
P60468,client,0.008249133,0.18679857,0.103
Q96T21,client,0.8296182,0.07749451,0.9649
Q9H4L4,client,0.05604251,0.051841926,0.5286
Q9P0V9,client,0.38246968,0.47192457,0.0077
Q9NVA2,client,0.9280826,0.9775013,0.2857
Q8IYM1,client,0.60138565,0.98941433,0.0642
Q15019,client,0.7170251,0.93780506,0.0252
Q9UH03,client,0.8761512,0.2797357,0.7739
Q99719,client,0.80577505,0.98958963,0.0053
Q14141,client,0.9831292,0.97321475,0.0571
Q16181,client,0.009979216,0.9814595,0.617
Q92599,client,0.16520499,0.76110315,0.0952
Q9UHD8,client,0.84948254,0.8967517,0.9253
Q8NC51,client,0.9909083,0.9915569,0.9933
Q96P63,client,0.058731176,0.01415427,0.051
P29508,client,0.7604723,0.019979017,0.0413
P50454,client,0.034990773,0.3977631,0.0067
Q86VW0,client,0.48697865,0.22900604,0.7249
Q01105,client,0.547672,0.21488929,0.8675
Q8NE22,client,0.07459757,0.012081055,0.0145
Q15637,client,0.98371536,0.93145,0.9955
Q15459,client,0.9508508,0.9892657,0.9809
Q15428,client,0.7636889,0.9015161,0.9919
Q12874,client,0.86695,0.5717995,0.0487
O75533,client,0.5159671,0.18745022,0.1986
Q13435,client,0.93326485,0.998214,0.8722
Q9Y3B4,client,0.9782381,0.99819666,0.0071
A8K8P3,client,0.707655,0.5297964,0.4997
P31947,client,0.10170096,0.004841052,0.0148
Q9H9B4,client,0.13990164,0.6022568,0.01
Q9BWM7,client,0.57955,0.80481744,0.0103
Q8TD22,client,0.2559338,0.22717698,0.0192
Q92629,client,0.009827201,0.0024747879,0.0034
Q9BQI5,client,0.9219339,0.27540228,0.8291
Q2NKQ1,client,0.5612707,0.0710707,0.4985
Q9NRF2,client,0.62452996,0.90603733,0.9792
Q9Y3L3,client,0.8043844,0.43495905,0.9765
Q99961,client,0.9353479,0.2325771,0.7774
Q99962,client,0.91674435,0.4158064,0.7039
Q99963,client,0.43866235,0.19345993,0.8274
Q9Y371,client,0.8359234,0.29667294,0.0492
Q9NR46,client,0.45416564,0.11061799,0.0829
Q5TCZ1,client,0.9999881,0.8523871,0.9515
Q9Y566,client,0.081172004,0.06709344,0.9213
Q9UPX8,client,0.8330693,0.7949195,0.7394
A6NL88,client,0.0009462631,0.121988215,0.7963
P34896,client,0.114822015,0.36692318,0.1153
P34897,client,0.04390366,0.9209512,0.0035
A0MZ66,client,0.4101638,0.13511679,0.2702
Q9H0K1,client,0.5608938,0.39166388,0.9646
Q14190,client,0.39839765,0.068774246,0.8793
P78324,client,0.027931571,0.7782258,0.3735
Q8IXJ6,client,0.122210786,0.58029014,0.0545
Q15477,client,0.31533468,0.38450912,0.1904
Q14493,client,0.57038105,0.44093987,0.974
P55011,client,0.0013840905,0.005628688,0.5926
Q9H2X9,client,0.086838335,0.19376954,0.6956
P53985,client,0.043323208,0.00083864,0.0969
Q9P2U7,client,0.04950053,0.0007466905,0.1714
P43004,client,0.041366376,0.0056620557,0.0316
P43003,client,0.06687955,0.0029702473,0.0304
P53007,client,0.03026442,0.023618277,0.0639
Q02978,client,0.04781507,0.010217486,0.0423
O75746,client,0.5101397,0.07850657,0.4626
Q9UJS0,client,0.45071715,0.060835786,0.4123
Q9H1K4,client,0.09854332,0.08263815,0.044
Q9H936,client,0.0071783224,0.004157122,0.1696
Q00325,client,0.17830488,0.118322484,0.0762
Q9H0C2,client,0.15432692,0.75002515,0.2884
P12235,client,0.9790702,0.6505082,0.0223
Q96AG3,client,0.5749083,0.091919824,0.0589
P05141,client,0.9326779,0.5903253,0.0339
P12236,client,0.6584681,0.24176314,0.0407
Q6PCB7,client,0.052629083,0.13130106,0.0136
Q6P1M0,client,0.11757719,0.061336827,0.0507
P11166,client,0.030326603,0.0012523214,0.0352
P08195,client,0.033990633,0.08562618,0.7878
P02730,client,0.41445422,0.0011953488,0.3524
P13866,client,0.05976643,2.2317026e-05,0.1278
Q9UPR5,client,0.0028770617,0.028610457,0.0905
Q15599,client,0.43513182,0.8805098,0.7256
Q9GZT3,client,0.031107953,0.95739305,0.0536
Q9H2G2,client,0.9029511,0.2189931,0.1898
Q9NWH9,client,0.99117064,0.99380153,0.9665
Q15797,client,0.9809807,0.9807967,0.3071
P84022,client,0.9834704,0.7310457,0.0491
Q8WU79,client,0.9400865,0.9537675,0.861
P28370,client,0.971629,0.966886,0.2269
P51531,client,0.9176412,0.96834815,0.891
P51532,client,0.94270706,0.866744,0.8634
O60264,client,0.86865175,0.95663023,0.1681
Q96GM5,client,0.67069757,0.77145433,0.1072
Q92925,client,0.7484367,0.8102795,0.4814
Q6STE5,client,0.81944704,0.5864542,0.7971
Q14683,client,0.6081646,0.29770303,0.408
Q9UQE7,client,0.7655076,0.19630212,0.5829
Q9NTJ3,client,0.5301801,0.46044978,0.2875
Q96SB8,client,0.54546523,0.10625401,0.5114
A6NHR9,client,0.084965006,0.29479164,0.5896
Q96Q15,client,0.9026519,0.03540651,0.2363
Q86US8,client,0.7566262,0.44966972,0.447
Q92540,client,0.8765178,0.98785305,0.9309
O75940,client,0.54474807,0.03990545,0.1218
Q2TAY7,client,0.9697131,0.97829914,0.0018
Q9HAU4,client,0.58948123,0.5054606,0.1468
Q6GMV2,client,0.06263855,0.22252618,0.0213
O95863,client,0.10525615,0.1640862,0.289
O43623,client,0.55427927,0.53607273,0.7143
O60641,client,0.86241984,0.8173111,0.9675
Q16533,client,0.9886967,0.99944574,0.0115
Q13487,client,0.17635477,0.3274923,0.7822
Q92966,client,0.98754287,0.9865435,0.0117
Q5SXM2,client,0.26874697,0.55631083,0.9172
O76070,client,0.9564958,0.5418688,0.568
O15079,client,0.46256205,0.13618699,0.933
O75643,client,0.81574774,0.664483,0.1522
P09012,client,0.9761678,0.84255177,0.1851
P09661,client,0.61085117,0.025739122,0.1991
P08579,client,0.8185659,0.6747756,0.3093
P62316,client,0.70972407,0.9493497,0.177
P62318,client,0.99468994,0.99792767,0.0185
P62304,client,0.7545653,0.1279628,0.0342
P62306,client,0.044083066,0.07627967,0.0101
P62308,client,0.9405235,0.82731164,0.0447
P63162,client,0.99989533,0.9999517,0.5491
Q13424,client,0.13789488,0.863726,0.5366
Q13884,client,0.5404786,0.7983583,0.0486
Q13425,client,0.49464527,0.8712,0.1439
P55769,client,0.02234852,0.054647043,0.083
Q13573,client,0.8434056,0.51273817,0.4427
Q13596,client,0.36511528,0.2510714,0.6266
Q9UMY4,client,0.6977528,0.97714126,0.0078
O60749,client,0.12496051,0.2384095,0.1655
Q96L92,client,0.85839003,0.52995133,0.0095
O60493,client,0.18684891,0.9972989,0.011
O95219,client,0.41219658,0.52528733,0.0745
Q9Y5X3,client,0.9038753,0.07743254,0.057
Q9UNH7,client,0.16688503,0.19686957,0.0151
Q9Y5X1,client,0.92240655,0.8031398,0.6384
O15524,client,0.012156077,0.26038358,0.2205
P00441,client,0.99868244,0.9988563,0.019
Q5TF21,client,0.68141806,0.29059535,0.9796
Q9BX66,client,0.99327266,0.9087768,0.9734
O94875,client,0.9963727,0.98866206,0.9752
O60504,client,0.9999044,0.93463165,0.9777
Q00796,client,0.01936228,0.38923174,0.0291
O95416,client,0.95467955,0.6760792,0.0821
P41225,client,0.8534439,0.8451081,0.9328
P08047,client,0.4799101,0.5317419,0.9946
Q9HB58,client,0.50844145,0.9946175,0.9429
Q96R06,client,0.467361,0.7338949,0.5402
Q9UBP0,client,0.13072118,0.91870016,0.8056
Q86W54,client,0.07584672,0.77522564,0.7397
Q76KD6,client,0.0055664163,0.20612021,0.9567
Q86XZ4,client,0.90476596,0.7397661,0.9911
Q9NUQ6,client,0.51672906,0.056888085,0.9952
Q15005,client,0.28198552,0.022991642,0.0218
Q96EA4,client,0.7844996,0.3905859,0.2197
Q5M775,client,0.9024401,0.17963657,0.8883
Q69YQ0,client,0.92667156,0.16280049,0.5983
Q9NYA1,client,0.07901363,0.1168007,0.1248
Q9NRA0,client,0.11500266,0.07107381,0.142
Q8N0Z3,client,0.78229815,0.38389722,0.7236
P58062,client,0.011748165,0.37276307,0.0274
Q08AE8,client,0.75981635,0.6827805,0.967
Q6IQ16,client,0.9828446,0.9474081,0.0182
Q5T280,client,0.6832421,0.15309276,0.0292
Q13813,client,0.8165375,0.12873362,0.5724
P11277,client,0.828455,0.43329364,0.4697
Q01082,client,0.8369135,0.9840041,0.7111
O15020,client,0.93887293,0.2039944,0.5888
Q9H254,client,0.79705685,0.51048666,0.3949
Q68D10,client,0.94914186,0.83596283,0.9923
P12931,client,0.9970728,0.93620014,0.0579
Q8NEF9,client,0.7257169,0.9533052,0.7567
O43295,client,0.95345765,0.7344661,0.8373
P30626,client,0.25461882,0.78011507,0.0316
P09132,client,0.86043,0.99907696,0.0038
Q9UHB9,client,0.9065177,0.06889685,0.7336
P78362,client,0.57549846,0.92965746,0.7589
P08240,client,0.042875554,0.23894234,0.8706
Q9Y5M8,client,0.3867613,0.32844374,0.0331
Q9UQ35,client,0.9957001,0.9988992,0.9829
Q9BXP5,client,0.9977443,0.9939067,0.8655
Q07955,client,0.9995301,0.99980706,0.9584
O75494,client,0.99955064,0.99985385,0.979
Q05519,client,0.9592464,0.99659735,0.9916
Q08170,client,0.9991092,0.9999224,0.9944
Q13243,client,0.99958366,0.9999815,0.648
Q13247,client,0.9987664,0.99997485,0.998
Q16629,client,0.9989102,0.99998546,0.9955
Q9BRL6,client,0.9999764,0.9999976,0.9973
Q13242,client,0.99615306,0.9992085,0.0665
P05455,client,0.46732387,0.23178189,0.1675
Q04837,client,0.5526774,0.85067827,0.0043
O43805,client,0.37524348,0.881879,0.0259
Q08945,client,0.682645,0.634683,0.562
Q9NRC1,client,0.38563266,0.015700746,0.0076
Q8WVM7,client,0.9628708,0.53477484,0.206
Q8N3U4,client,0.9494343,0.7111009,0.0667
Q9UJ98,client,0.8791149,0.37947732,0.5106
P42224,client,0.163558,0.11289886,0.1445
P42229,client,0.6806218,0.66862893,0.3062
O95793,client,0.6011187,0.6439256,0.9641
Q15468,client,0.92169964,0.10691585,0.1798
P31948,client,0.20164496,0.064574294,0.0751
Q13188,client,0.77651185,0.15216261,0.2219
Q86UX6,client,0.80383533,0.4499049,0.0745
Q9Y2H1,client,0.31510967,0.15813169,0.0089
Q9UEW8,client,0.4373127,0.23893194,0.2023
P27105,client,0.13770416,0.018666562,0.0038
Q9UJZ1,client,0.13617498,0.15307167,0.0346
Q96SI9,client,0.9392029,0.9616692,0.8022
O43815,client,0.6263051,0.9088493,0.8205
Q9NRL3,client,0.61671084,0.32469812,0.8151
Q9UNE7,client,0.39694914,0.072257005,0.0087
Q69YW2,client,0.044929948,0.03790909,0.0942
Q86Y82,client,0.50177056,0.20927796,0.0094
P61266,client,0.034567103,0.0036900928,0.0378
Q12846,client,0.37083325,0.03440402,0.0363
O15400,client,0.7792716,0.054457042,0.6591
Q9UNK0,client,0.82038355,0.09297482,0.0528
P61764,client,0.31854174,0.12195976,0.1622
Q15833,client,0.5101561,0.027561268,0.0796
O00186,client,0.16555686,0.17050757,0.0509
Q5T5C0,client,0.402252,0.3277106,0.6747
P53999,client,0.9405546,0.9656834,0.8756
Q9P2R7,client,0.3085956,0.16444543,0.0398
P53597,client,0.29576397,0.1588992,0.1125
Q96I99,client,0.022831542,0.0034296366,0.0148
Q8IX01,client,0.9869081,0.5556839,0.7868
Q9Y2Z0,client,0.025496714,0.47446048,0.0159
Q9UH99,client,0.44891217,0.15414576,0.7564
Q9Y5B9,client,0.9936885,0.3229192,0.6957
Q8IYB8,client,0.3808132,0.5190697,0.3333
O43463,client,0.4657719,0.3399425,0.0109
Q9H5I1,client,0.35751644,0.18256114,0.0084
Q7L0J3,client,0.079122655,0.014152747,0.1443
Q8NHG7,client,0.7978473,0.23766701,0.0478
Q8IZU3,client,0.55425674,0.35898858,0.05
O14994,client,0.9912832,0.96481866,0.7922
O60506,client,0.98633873,0.98302966,0.8732
Q8NF91,client,0.7462837,0.05901984,0.4477
O43426,client,0.9284051,0.36482602,0.7893
Q8N3V7,client,0.34880254,0.7406085,0.9926
P08247,client,0.07413859,0.9229647,0.6281
P21579,client,0.014433831,0.93417174,0.018
O00445,client,0.105573885,0.19524024,0.0099
O43581,client,0.8609268,0.39757624,0.9284
O75410,client,0.87383616,0.37284404,0.7784
O75528,client,0.4232761,0.13598952,0.661
P37802,client,0.043169282,0.99821115,0.0105
Q9UI15,client,0.25867742,0.999833,0.0123
Q16559,client,0.45265898,0.85084546,0.0032
P37837,client,0.048812974,0.24803779,0.006
Q7L7X3,client,0.6246097,0.6626058,0.9352
Q9UL54,client,0.23733573,0.07027746,0.6392
Q03518,client,0.023802176,0.09269945,0.6433
Q15633,client,0.15103632,0.39074445,0.8307
A2RTX5,client,0.61521775,0.19369934,0.0939
Q9H6P5,client,0.06168673,0.003591126,0.819
Q9HA65,client,0.74444085,0.15113439,0.2782
Q9ULP9,client,0.2154847,0.0765728,0.0073
Q96DN5,client,0.9141626,0.96528363,0.1011
Q99426,client,0.0072417473,0.8567203,0.0127
Q15814,client,0.47776863,0.39462256,0.3571
Q9NVR7,client,0.27177578,0.21532467,0.0173
Q9BTW9,client,0.09246673,0.12110432,0.3466
Q9UHD2,client,0.61431074,0.15064996,0.2527
Q12788,client,0.85131466,0.96786124,0.7122
Q3YBR2,client,0.3272711,0.0942528,0.888
P23193,client,0.0013786908,0.0057603284,0.1518
Q15560,client,0.0015849528,0.024518171,0.166
O75764,client,0.004014615,0.0008942338,0.5767
O14776,client,0.6621931,0.9974462,0.9782
Q13428,client,0.9931385,0.9989225,0.9917
P17987,client,0.014506408,0.021071559,0.3641
Q9NUJ3,client,0.110714726,0.2554589,0.0437
Q9H7E2,client,0.99432665,0.9873754,0.9792
Q5XG87,client,0.29173017,0.48230013,0.9917
Q9NXF1,client,0.46526906,0.091338485,0.3598
P02787,client,0.0009457191,0.005997654,0.4586
Q00059,client,0.1765181,0.010495928,0.4824
Q8WVM0,client,0.022376176,0.7727439,0.0125
Q9UBB9,client,0.82007116,0.6249867,0.2422
Q15583,client,0.79393494,0.24185282,0.9593
Q8WUY1,client,0.0005324962,0.028192801,0.0031
Q9P016,client,0.36399633,0.17477815,0.0527
Q9Y5L4,client,0.8431159,0.75705045,0.0543
O14925,client,0.052948408,0.0019445468,0.4889
O43615,client,0.5757141,0.013441602,0.0085
Q3ZCQ8,client,0.022984438,0.1424996,0.1922
O60220,client,0.22655466,0.8412306,0.0882
Q9Y5J9,client,0.14691596,0.031202428,0.0035
Q9Y5J7,client,0.015452393,0.75741655,0.0064
Q07157,client,0.9121934,0.5988709,0.9325
P29401,client,0.020135336,0.12617964,0.308
Q04726,client,0.99893826,0.9529634,0.9399
Q9Y490,client,0.13729814,0.0017720853,0.2364
Q9Y4G6,client,0.13504416,0.0068370397,0.7216
Q9BRN9,client,0.000525537,0.0074613495,0.1542
Q9H061,client,0.04882371,0.027453428,0.0132
Q92545,client,0.11662087,0.3249411,0.9208
I3L0A0,client,0.006437498,0.038699236,0.0055
Q5SNT2,client,0.020764863,0.1522392,0.8023
Q96A57,client,0.0023437298,0.0069492916,0.0101
Q9H330,client,0.08849666,0.0031876205,0.3826
Q8N2U0,client,0.00092161016,0.006754708,0.0417
P28289,client,0.5763738,0.18624443,0.0433
Q9NZR1,client,0.46231964,0.16721177,0.4666
Q9NYL9,client,0.1089414,0.19421649,0.1921
P24821,client,0.26814342,0.99597,0.0708
O95271,client,0.016305858,0.003398923,0.7851
Q9C0C2,client,0.7392875,0.9954354,0.8931
Q05952,client,0.5260758,0.26347384,0.5553
O14787,client,0.82244813,0.8678029,0.2081
Q92752,client,0.124243274,0.9812491,0.1889
Q9HCJ0,client,0.972547,0.92954046,0.9688
